0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
66,66,66,67,68,68,67,67,70,69,70,72,66,67,67,68,68,68,69,69,70,69,70,71,66,68,69,69,68,68,69,70,71,69,69,70,66,68,70,70,69,68,68,69,70,69,69,71,66,68,71,72,70,68,67,67,69,68,69,72,66,68,71,72,70,68,67,66,68,68,69,73,68,69,70,71,70,70,69,68,69,68,69,72,69,69,69,70,70,71,71,71,70,68,68,71,68,69,70,70,71,71,72,72,72,71,72,74,69,69,69,70,71,72,74,74,75,73,73,74,70,69,68,68,70,72,73,73,75,73,72,73,70,69,67,68,69,70,69,68,71,71,71,71,2
72,70,70,70,71,74,77,77,76,74,75,76,71,71,71,72,71,73,75,74,73,72,73,75,71,71,72,73,75,76,76,75,75,75,76,76,72,72,73,73,78,78,77,77,77,77,77,77,74,73,73,72,73,74,75,75,74,74,73,73,75,74,72,72,70,72,73,73,72,71,71,71,74,73,72,72,73,74,75,75,73,72,73,75,73,73,73,73,75,77,78,76,74,74,76,79,75,74,73,73,79,78,77,76,75,74,73,72,75,74,72,72,73,74,76,76,75,73,71,70,74,73,72,72,71,72,74,75,75,73,72,71,70,70,71,73,73,72,71,72,73,74,73,71,2
76,71,69,72,77,79,77,75,77,75,74,74,74,72,71,73,76,77,77,77,75,75,75,75,75,75,75,75,74,72,73,75,74,74,75,76,75,75,76,76,73,71,72,74,74,74,74,74,72,72,74,75,74,73,74,77,75,74,74,74,73,73,74,75,75,74,74,76,75,74,74,74,75,75,77,76,74,72,72,74,75,74,74,74,74,75,78,77,74,71,72,76,75,74,74,74,73,75,74,71,69,71,74,76,78,74,75,77,72,74,74,71,69,71,74,75,75,73,74,75,73,75,75,72,70,70,72,73,72,72,72,73,74,76,77,73,70,69,69,69,70,73,72,72,2
75,76,76,76,75,78,79,78,77,78,78,78,76,76,76,75,76,78,78,76,75,77,78,79,76,75,74,72,76,77,77,76,75,77,78,78,75,74,72,70,74,76,77,78,78,78,77,76,74,74,74,73,74,74,76,77,78,77,75,75,75,77,78,78,74,73,73,74,75,75,74,74,75,77,78,78,75,74,73,75,76,75,73,73,74,75,75,74,76,74,76,79,79,77,74,73,74,73,75,75,75,75,76,77,76,74,75,76,74,74,75,76,74,74,74,76,76,74,74,75,74,74,74,77,75,73,72,73,75,75,75,75,74,73,73,77,77,73,71,72,74,76,76,77,2
78,80,78,75,75,74,75,78,77,77,77,77,77,79,78,76,76,75,75,78,80,78,75,74,77,79,78,76,76,75,75,77,80,77,73,71,78,80,78,77,77,75,73,75,76,74,72,71,77,78,77,76,77,75,74,75,76,74,73,73,75,76,76,75,76,76,75,76,77,76,75,74,75,76,75,74,75,75,74,75,77,76,76,75,77,78,76,74,74,73,72,73,74,75,76,76,75,76,75,72,71,72,73,72,75,73,74,76,74,75,74,74,75,76,73,70,74,73,74,75,77,76,74,76,79,80,77,72,73,74,75,75,79,75,72,73,77,79,77,74,74,76,77,76,2
76,74,73,72,74,75,76,78,77,75,75,76,74,75,75,75,71,73,76,80,80,77,75,75,72,74,75,76,71,72,75,79,80,78,74,73,73,74,73,72,75,74,74,76,77,75,73,72,74,73,72,70,76,74,73,74,74,73,73,73,74,74,73,73,74,73,73,74,75,74,73,73,74,74,74,75,74,74,75,76,75,74,73,74,75,74,74,75,77,76,76,76,75,73,73,75,74,70,70,73,76,76,76,77,77,77,77,77,73,71,72,75,74,75,75,76,75,75,76,77,73,73,76,79,74,75,76,75,73,73,74,75,74,75,78,80,76,77,78,76,73,71,72,74,2
76,75,74,74,76,78,79,79,77,75,73,73,74,74,74,75,78,79,78,77,78,75,71,69,73,73,75,77,79,78,77,75,77,75,72,70,74,75,76,78,78,77,75,73,72,72,73,73,77,77,77,77,77,76,74,73,69,70,72,72,79,78,77,76,75,74,73,73,71,72,72,71,78,77,76,74,73,73,73,72,71,72,71,69,77,76,75,73,73,72,72,72,67,68,68,67,76,75,76,76,73,73,74,73,71,68,67,66,76,76,77,77,73,72,75,75,75,70,67,66,75,75,77,76,72,72,76,77,75,71,69,68,74,73,74,73,71,73,76,76,69,70,71,70,2
73,71,69,66,65,65,67,69,67,64,65,68,69,69,67,66,66,67,67,64,62,63,65,66,70,69,68,68,67,71,70,64,62,65,67,65,72,71,68,67,65,69,70,65,64,66,67,65,71,68,66,64,64,65,65,64,63,63,64,65,68,66,66,66,67,65,64,65,64,62,63,67,67,67,68,70,70,68,67,68,66,62,63,65,66,66,69,71,69,69,69,69,66,62,60,60,64,67,71,71,70,68,66,63,61,59,59,59,65,67,68,66,68,67,64,62,61,60,60,60,65,65,66,64,64,63,62,60,60,61,63,64,65,64,66,66,64,64,62,61,61,63,64,64,2
67,66,63,61,63,63,54,44,33,31,31,35,67,66,63,61,61,60,53,46,40,38,39,42,64,64,64,63,61,55,48,42,43,42,43,46,61,62,63,64,60,53,45,40,41,42,44,46,63,62,61,60,57,52,47,45,42,44,46,48,67,66,63,60,55,51,47,44,43,46,47,49,65,67,65,58,51,47,45,43,45,47,48,48,62,64,61,52,44,44,47,49,46,48,49,48,58,65,60,47,42,44,48,51,49,46,49,52,60,61,56,50,49,51,51,50,51,49,51,53,59,55,52,53,53,53,52,49,50,49,51,52,56,50,51,54,51,49,51,51,48,48,50,51,2
38,39,39,39,43,45,48,48,47,47,48,49,46,46,45,45,45,45,46,47,48,49,49,49,49,49,48,48,49,47,46,47,50,52,52,50,49,49,48,47,51,50,48,50,52,53,52,51,50,51,50,49,50,50,51,51,51,51,50,49,50,51,51,50,47,49,51,51,50,48,48,48,48,50,50,49,48,50,51,51,50,49,50,51,48,49,49,48,51,51,51,52,52,52,53,54,51,51,51,50,50,50,52,54,53,52,52,55,51,50,51,51,51,51,52,54,56,56,55,55,50,50,51,52,53,53,53,53,54,55,55,55,48,49,52,53,53,56,55,51,48,50,54,55,2
82,80,79,79,79,79,78,76,72,72,72,72,81,79,76,75,76,77,78,77,74,74,74,74,80,78,77,76,76,77,77,76,74,74,74,73,79,79,80,80,80,78,75,73,74,73,72,71,79,76,75,75,73,73,73,70,69,66,66,69,69,68,70,71,69,70,71,70,68,64,63,64,67,68,71,71,68,67,68,67,66,63,62,64,71,72,73,73,70,67,65,65,63,62,63,65,69,70,70,71,70,68,65,63,61,61,61,62,67,69,69,69,69,67,64,63,64,62,60,59,66,69,69,68,67,64,61,62,66,63,59,57,61,65,66,65,64,61,60,62,63,61,58,55,2
71,68,65,63,65,64,65,65,64,62,63,64,73,70,67,64,65,64,63,63,62,61,62,64,72,70,66,64,63,63,63,63,62,61,62,65,69,67,65,63,62,62,63,64,63,62,63,65,69,65,63,63,63,64,66,66,65,66,65,61,64,62,60,61,60,61,64,64,62,62,63,60,64,61,60,60,57,58,61,61,60,61,63,62,65,62,60,60,56,58,61,62,61,62,65,66,62,62,61,61,59,59,62,63,61,62,65,66,59,61,63,65,62,61,62,63,60,59,60,60,57,60,64,66,62,59,60,61,59,57,57,56,54,57,60,62,61,57,58,60,59,57,56,54,2
64,62,60,59,59,60,61,60,60,62,61,60,63,60,59,60,60,62,63,62,62,65,64,60,62,59,60,63,63,63,63,61,61,62,60,57,62,59,62,67,66,64,62,58,60,59,56,57,59,60,65,67,62,59,59,59,58,59,61,64,57,58,62,64,59,57,59,61,59,63,66,65,59,58,61,61,58,57,60,62,60,66,68,64,64,61,61,62,60,60,61,60,61,65,65,60,66,61,60,62,63,63,61,57,62,64,65,62,62,57,57,62,65,65,62,56,61,64,67,67,58,55,56,62,64,65,62,58,58,63,67,67,58,55,58,62,64,63,62,59,55,61,65,63,2
62,66,66,63,60,61,61,59,60,62,63,62,59,61,63,65,60,58,55,57,61,65,63,60,58,58,60,63,61,58,56,59,62,64,62,60,62,62,60,61,63,62,62,64,63,60,60,62,64,62,61,61,62,65,67,64,59,57,59,63,64,64,63,61,63,66,67,64,60,58,60,63,61,62,62,61,65,66,67,65,62,61,62,64,56,57,60,62,64,65,66,66,65,64,64,64,57,56,59,63,62,63,65,67,68,67,66,64,63,60,61,65,62,62,63,66,69,69,66,63,65,63,63,64,64,62,61,64,68,69,66,63,62,63,64,62,65,62,60,62,66,68,66,62,2
62,63,63,63,65,67,66,63,65,67,68,68,62,63,64,64,66,67,67,65,67,67,66,64,62,65,66,66,67,68,68,67,67,66,65,63,64,67,69,68,68,68,68,67,66,66,65,65,66,68,69,66,65,67,67,64,67,69,65,62,65,67,67,65,65,67,66,64,67,71,70,68,66,67,66,64,65,66,65,62,65,69,71,70,67,67,66,65,66,67,65,62,62,62,64,65,66,66,66,66,67,68,67,66,61,60,60,62,63,63,64,66,67,68,68,68,64,63,64,65,62,63,64,65,65,64,65,66,66,67,69,69,63,64,65,64,62,60,61,62,64,68,72,70,2
67,67,66,65,67,69,72,73,70,67,67,69,64,66,66,66,67,69,73,74,69,65,66,67,64,67,68,68,69,68,70,71,67,66,68,68,67,70,70,69,71,66,66,67,66,68,72,72,65,68,69,70,66,64,64,66,69,70,71,72,68,66,63,64,64,63,65,68,69,70,70,71,68,63,60,62,64,65,67,69,69,68,67,67,64,62,62,66,67,67,69,70,68,65,64,65,62,63,65,68,68,68,69,69,68,65,65,66,64,64,66,66,66,66,67,68,68,68,69,70,65,65,66,64,65,64,65,68,70,71,72,73,65,65,67,65,65,64,65,69,72,73,73,73,2
69,68,68,69,70,70,68,66,68,71,72,71,68,68,69,71,72,71,69,67,69,72,74,72,69,69,70,71,70,70,68,67,69,71,72,71,70,70,70,69,68,67,66,66,67,68,69,68,73,73,71,68,65,66,67,67,67,71,73,70,71,72,71,69,68,68,69,68,69,73,72,67,68,69,70,69,70,70,69,67,70,73,73,67,69,70,70,70,71,72,71,69,68,73,75,70,73,73,72,71,72,73,72,71,68,72,75,72,73,72,71,69,69,70,70,69,70,71,72,71,71,72,71,68,67,68,68,67,71,70,68,68,72,74,74,71,69,69,70,69,71,68,66,66,2
68,68,71,74,74,71,69,71,74,75,72,68,68,68,71,73,75,73,72,75,78,77,73,68,69,70,71,71,75,74,74,76,78,77,73,69,70,72,72,70,71,72,72,72,72,71,70,69,67,69,70,69,73,73,72,71,70,70,69,69,64,66,69,71,71,72,73,73,71,70,69,70,62,63,68,71,72,73,74,72,69,68,69,70,65,65,68,71,75,74,71,68,67,67,69,70,69,67,69,71,74,71,67,66,67,69,70,69,69,69,70,72,69,66,65,67,71,73,71,68,68,69,70,69,67,66,66,69,72,73,71,69,69,69,68,66,68,68,68,69,71,72,71,70,2
73,75,76,73,71,70,69,68,70,74,73,72,71,72,72,72,72,72,72,70,71,74,75,73,70,70,70,70,73,75,73,71,72,74,76,74,71,70,69,70,73,75,74,70,73,74,77,76,71,71,71,70,69,67,68,70,73,73,72,72,71,71,71,70,69,68,69,71,70,72,74,74,71,70,70,70,69,69,70,72,69,71,73,74,70,69,68,68,68,68,70,71,71,71,71,71,69,67,67,67,68,68,68,70,71,70,70,70,69,67,67,68,69,68,68,68,69,69,70,72,71,69,69,71,71,70,68,68,67,69,72,73,73,71,71,73,73,72,70,69,67,70,73,73,2
73,72,72,76,77,74,72,73,76,77,77,76,72,72,73,75,75,73,73,76,78,77,75,73,71,72,75,75,74,72,72,75,76,75,72,70,71,73,77,75,75,72,70,71,72,71,71,71,71,71,72,73,73,72,72,72,72,72,71,71,72,71,71,72,73,73,73,73,73,72,70,69,72,71,71,72,73,73,73,73,72,72,71,70,71,71,72,72,72,72,72,71,72,72,73,74,72,73,72,71,71,71,72,73,73,73,73,73,74,74,72,70,70,72,74,75,75,73,70,69,73,72,72,72,70,72,74,74,74,72,70,69,71,70,72,75,71,72,72,71,71,71,72,73,2
74,71,69,69,72,73,73,73,74,76,77,75,71,69,69,71,72,72,72,72,73,74,75,75,72,71,72,75,77,75,74,73,73,72,73,76,74,72,72,75,78,77,75,74,74,72,73,77,71,74,75,73,71,72,73,73,73,73,74,76,71,73,73,72,71,73,74,74,75,75,74,74,71,72,72,71,72,74,75,75,76,75,74,73,73,73,73,73,74,74,74,73,73,74,74,73,75,74,75,75,75,74,72,71,70,72,74,73,74,74,75,76,75,73,72,72,72,73,74,73,72,72,73,74,73,72,72,75,76,75,74,73,70,70,71,71,71,71,74,78,78,77,76,74,2
74,74,76,78,76,78,78,76,73,72,73,75,73,72,72,73,74,75,76,75,74,73,75,77,75,72,70,70,72,72,73,73,73,73,75,77,78,73,70,69,71,71,71,71,71,72,74,74,77,76,74,72,75,71,70,73,75,75,74,73,74,75,76,76,75,73,73,74,75,73,71,71,72,73,75,76,74,74,75,75,73,71,70,71,71,70,70,71,70,73,74,74,71,69,70,72,71,69,69,70,70,72,73,71,68,67,70,73,71,71,72,73,71,72,72,69,66,66,69,70,72,72,73,74,73,73,71,68,67,68,68,68,72,71,71,71,73,73,71,69,69,70,69,67,2
74,71,70,71,70,72,73,72,66,67,70,70,76,72,70,70,70,71,70,67,68,66,68,69,76,72,71,71,70,71,70,67,68,66,67,69,74,72,72,73,71,72,72,70,67,66,68,70,75,73,73,74,75,73,72,71,70,72,70,68,74,70,68,69,71,71,70,69,70,70,69,69,72,68,66,68,70,70,68,66,68,69,69,70,70,69,69,71,72,70,66,64,67,70,70,70,70,71,72,73,71,68,66,66,69,70,69,68,71,71,72,71,69,66,66,68,72,71,66,65,70,70,70,70,68,67,67,70,72,70,67,66,69,68,69,71,71,69,69,69,68,70,69,69,2
67,66,67,67,68,68,67,64,63,64,64,63,68,68,68,65,67,68,68,66,65,67,66,65,69,69,68,64,62,65,65,63,63,65,64,62,68,68,68,66,61,63,64,61,59,59,57,53,67,66,65,67,65,67,69,66,61,57,54,54,71,69,65,64,66,67,68,66,63,60,58,58,73,70,66,64,66,66,66,65,63,61,60,60,71,69,67,68,66,65,63,62,61,60,59,59,68,68,68,70,67,65,62,60,58,57,57,56,68,69,68,69,68,66,63,60,58,56,56,56,69,69,67,67,67,66,63,60,57,56,56,56,70,68,65,66,65,64,62,59,56,55,55,57,2
56,50,50,52,49,46,50,53,48,49,51,51,59,53,50,50,49,49,51,53,52,52,53,53,57,55,51,49,51,51,50,51,53,53,54,54,52,56,53,50,51,51,49,49,51,51,52,53,53,51,51,52,54,53,52,52,49,50,52,53,55,52,51,52,53,53,53,54,51,51,53,55,56,54,52,53,54,55,56,58,55,54,54,54,57,55,54,55,56,57,58,60,57,55,53,54,57,56,56,57,56,55,55,57,55,54,54,55,56,56,56,56,55,52,51,52,53,54,57,59,54,54,55,55,54,51,51,52,54,56,60,61,52,53,54,55,55,53,54,56,57,59,61,60,2
49,50,54,54,53,55,55,51,49,51,54,55,51,52,55,54,52,52,53,55,57,58,56,53,52,55,56,54,52,51,53,58,61,61,57,54,53,56,57,54,52,52,54,59,61,59,56,55,53,52,53,55,53,52,54,57,57,55,55,56,54,53,53,54,57,56,54,53,53,52,54,55,54,53,54,55,60,58,55,52,52,53,55,56,54,54,55,57,58,59,58,56,56,58,59,59,55,54,55,57,56,58,58,57,58,61,61,60,58,55,55,56,58,58,57,56,57,58,59,60,58,55,55,57,59,57,56,56,56,56,56,58,56,54,56,60,59,57,56,57,57,55,55,57,2
61,63,66,66,64,62,61,61,61,63,62,57,63,64,65,64,61,59,59,60,59,60,60,60,61,61,61,60,59,59,60,62,60,59,60,64,59,59,59,59,59,59,61,62,63,61,61,64,61,61,61,60,59,58,57,57,63,60,60,61,61,61,61,60,59,58,56,55,58,58,58,57,57,57,58,58,59,59,58,57,57,58,58,57,55,55,56,57,58,59,59,59,58,60,61,59,58,57,58,60,60,59,58,60,57,59,60,62,60,59,59,60,60,57,56,55,57,59,59,58,60,57,56,56,57,57,57,56,57,59,57,55,59,57,56,57,60,61,59,58,57,59,57,55,2
53,53,56,59,58,59,59,59,62,61,58,58,59,59,60,61,62,61,58,58,61,62,62,62,65,62,60,59,61,60,56,56,60,62,62,63,63,59,56,56,58,60,58,58,61,61,61,62,58,54,54,57,59,62,63,62,63,62,61,63,55,53,57,61,60,62,62,60,60,59,60,63,56,56,59,63,60,60,57,56,58,58,58,60,58,58,60,61,61,59,56,56,60,61,59,59,62,58,57,60,61,59,57,57,60,63,62,60,60,60,59,60,60,60,60,61,61,61,60,59,59,62,62,61,56,59,61,62,59,57,56,56,59,61,60,60,57,58,60,60,57,54,55,57,2
62,60,59,61,63,61,59,58,58,64,64,61,64,62,61,62,63,62,62,62,61,64,64,62,64,62,61,61,62,62,63,65,64,62,61,60,62,62,61,60,60,60,62,63,64,60,58,56,61,61,61,60,59,59,60,60,62,60,60,57,60,61,61,60,60,60,59,58,60,62,63,61,60,60,59,59,59,61,60,57,58,63,63,61,59,59,57,56,58,61,60,57,56,61,60,57,60,58,59,59,56,55,58,60,59,58,58,59,59,59,61,61,59,60,62,61,59,61,62,61,58,59,61,60,60,64,64,61,59,63,63,61,57,56,57,59,60,63,63,59,59,60,60,59,2
60,59,59,64,63,62,62,64,64,63,64,66,62,62,63,64,66,64,64,65,66,65,64,64,61,65,68,66,64,64,66,68,68,65,62,61,57,64,69,67,63,64,66,66,65,63,61,61,57,62,67,64,63,64,65,63,60,60,63,66,60,63,63,59,60,64,67,66,63,63,64,65,62,64,62,59,59,63,67,68,67,66,64,62,62,65,64,61,63,64,64,64,65,67,66,63,61,62,64,66,67,65,61,58,59,62,62,61,61,63,64,63,64,64,63,61,62,64,63,62,60,63,63,60,60,62,63,63,64,64,63,61,60,63,62,58,58,61,62,62,62,63,63,61,2
66,67,66,65,66,62,60,64,64,67,68,66,63,66,68,68,65,61,61,64,64,63,62,62,59,63,69,69,64,60,62,65,65,63,61,62,59,61,67,68,62,60,64,65,65,65,67,67,63,63,66,66,62,63,66,66,64,66,70,71,67,66,65,64,63,65,67,66,64,64,66,70,66,67,64,61,62,64,64,65,65,63,63,66,64,66,63,59,60,61,61,62,67,65,64,65,62,61,62,63,63,61,62,64,65,67,66,64,59,61,64,66,65,64,65,67,69,68,64,63,60,64,68,68,66,66,67,68,69,69,65,64,65,67,68,65,64,65,65,64,66,68,68,67,2
62,62,65,68,66,66,67,69,70,72,74,75,63,65,65,65,66,67,68,69,72,75,75,73,64,66,65,64,69,71,70,69,71,74,71,65,66,65,65,66,70,71,71,69,69,69,66,61,69,65,66,68,70,70,69,69,68,66,65,65,69,67,67,68,73,72,71,70,68,66,66,68,67,66,66,68,74,74,73,71,70,69,69,68,65,63,65,69,71,72,72,69,71,74,73,69,64,63,65,68,70,68,67,70,74,77,74,70,65,66,66,68,70,69,69,70,71,70,69,69,66,67,67,68,71,71,72,72,68,65,66,69,68,67,66,67,70,71,73,74,70,65,67,71,2
72,75,75,72,68,67,69,70,70,68,67,68,72,73,72,68,64,64,67,70,67,66,66,67,67,69,69,66,64,66,70,72,66,66,67,67,64,68,70,69,69,70,71,72,68,69,69,68,67,70,72,71,70,70,69,68,70,71,70,67,68,69,70,69,68,69,68,67,70,70,68,65,67,68,67,66,66,67,68,67,68,69,67,64,68,69,68,66,66,66,65,63,67,68,66,65,67,68,70,70,67,65,65,68,67,68,70,70,68,69,72,73,72,68,67,68,67,66,67,68,69,69,70,72,71,69,67,67,67,66,66,68,70,67,65,65,66,66,67,67,67,66,68,71,2
70,72,72,71,72,73,70,64,64,70,74,73,69,70,69,69,71,72,70,65,65,70,73,71,68,68,67,67,68,70,69,66,66,70,71,69,67,67,67,67,66,68,68,66,67,69,69,67,66,67,68,67,65,67,68,67,67,69,68,66,64,66,67,66,65,66,67,67,67,68,68,67,65,68,68,66,66,67,67,67,67,68,68,68,67,70,70,66,66,67,67,66,67,68,69,69,68,67,68,71,69,71,71,67,65,66,68,67,68,66,67,68,68,70,70,68,66,66,67,67,69,68,66,65,65,66,68,69,68,66,67,68,72,70,66,64,63,64,67,70,69,67,66,68,2
72,70,71,74,76,73,69,66,67,70,73,73,70,69,70,73,74,72,69,66,68,70,73,72,68,70,71,71,71,71,70,68,69,71,72,70,68,71,71,69,69,71,72,71,71,73,72,68,68,70,69,67,66,69,72,73,73,73,71,68,67,67,67,66,65,67,70,72,72,72,70,68,66,66,67,68,68,68,69,70,69,69,68,68,66,66,68,72,72,70,69,70,66,66,67,69,66,67,67,68,71,72,70,66,67,69,70,70,65,65,65,65,68,71,70,68,69,69,70,71,66,66,65,65,66,69,71,71,70,69,68,70,69,69,68,66,66,67,70,72,70,67,66,68,2
69,66,69,75,72,70,69,72,72,71,71,73,68,66,68,72,70,69,69,72,73,71,72,74,67,67,68,69,69,68,70,72,72,70,71,73,67,68,70,70,69,69,70,71,70,68,69,71,67,70,73,73,71,71,71,71,70,69,70,72,67,70,72,74,72,72,72,72,72,73,73,74,68,67,69,71,72,71,72,73,74,74,73,72,68,65,66,68,71,71,72,73,74,74,71,68,68,66,66,67,71,72,71,70,71,72,70,67,71,70,70,69,73,74,73,70,70,70,70,69,73,74,73,71,73,74,72,70,69,70,72,73,72,74,72,70,70,70,69,68,69,72,73,74,2
75,74,73,71,70,70,74,78,78,75,72,72,74,73,73,73,73,72,73,74,73,70,67,69,73,72,73,75,76,74,73,73,70,67,64,67,73,73,73,75,76,75,74,75,72,69,68,70,74,74,74,73,72,70,72,74,72,71,72,73,75,74,74,72,69,67,68,71,69,70,72,73,75,74,75,74,72,69,68,69,67,67,71,72,74,74,75,78,77,74,71,69,67,67,69,71,66,71,76,75,75,76,74,70,71,69,68,68,69,72,74,73,74,74,72,69,69,69,70,70,71,71,71,71,71,70,70,70,69,69,70,70,71,70,70,69,67,67,69,72,72,71,69,69,2
74,70,68,71,72,70,69,70,71,70,70,70,73,71,69,71,71,70,70,72,73,72,71,71,72,72,70,71,71,70,70,72,72,72,72,73,72,72,71,71,72,71,69,69,69,70,72,73,72,71,71,72,72,71,70,68,68,69,71,72,70,70,72,73,71,71,71,70,69,70,71,70,70,71,73,72,68,70,70,69,69,70,70,70,70,72,73,70,67,69,68,66,66,68,70,70,68,68,69,71,73,70,67,66,68,70,71,71,68,67,68,70,71,69,67,67,68,69,70,70,68,66,67,70,70,69,69,69,68,68,68,67,67,67,68,71,69,70,71,70,69,68,67,66,2
71,70,69,69,70,70,70,68,75,73,71,71,69,69,70,70,71,70,68,67,68,68,68,70,70,70,70,70,70,70,68,67,63,63,63,65,72,71,70,69,69,69,70,70,66,65,63,62,72,71,70,69,69,69,70,71,72,71,69,67,70,71,72,71,70,69,69,69,69,71,71,70,70,71,72,71,69,67,66,65,65,67,69,69,71,72,72,70,67,65,64,64,65,66,68,67,70,70,71,70,67,65,67,70,70,66,69,71,72,71,70,68,66,65,66,69,71,67,66,66,73,71,68,67,66,65,66,68,73,69,64,61,72,70,67,67,67,66,66,67,72,71,64,58,2
69,65,65,66,63,64,60,55,53,57,59,59,70,68,67,66,64,65,62,57,55,57,58,57,67,68,66,63,64,65,63,59,57,57,57,56,64,66,64,60,61,62,61,59,58,58,57,55,67,67,65,61,58,58,58,57,57,57,57,57,68,66,63,60,57,56,55,54,55,56,57,58,65,60,59,60,58,56,53,52,52,54,57,58,62,57,58,62,61,57,53,51,51,53,56,58,64,59,59,61,60,56,53,53,54,55,56,57,63,60,59,59,55,53,54,58,59,57,56,58,62,61,60,59,53,51,54,59,60,56,55,59,60,61,60,60,57,54,54,56,58,56,57,60,2
58,57,55,54,55,56,56,56,57,58,61,59,57,56,56,56,57,58,59,59,61,59,58,57,57,57,57,58,58,59,60,60,60,56,55,55,59,59,59,59,59,58,58,59,57,55,56,58,60,60,61,62,61,58,58,60,58,58,60,63,59,59,61,63,62,60,60,62,59,59,61,61,56,57,60,63,62,59,59,62,58,58,58,57,54,55,58,61,60,56,57,60,59,58,58,57,59,59,60,61,59,57,57,57,60,62,61,56,60,59,59,59,58,56,56,58,62,62,60,56,61,59,58,59,58,56,57,60,63,61,59,58,61,58,58,60,60,57,59,63,62,60,59,61,2
55,57,61,62,59,54,52,57,61,61,58,56,56,60,64,63,57,56,56,59,60,60,60,60,57,62,62,59,54,58,60,59,57,58,60,62,61,63,60,53,53,59,61,58,54,54,57,59,63,63,60,54,56,60,61,57,54,54,55,55,59,59,59,55,59,60,60,59,58,57,56,55,55,56,58,56,59,58,58,60,61,60,58,57,55,57,59,57,57,55,56,60,63,62,59,59,54,58,60,60,56,54,56,61,62,59,59,61,56,58,59,57,58,57,57,60,60,59,59,61,59,60,59,58,61,59,58,59,59,59,60,62,62,61,60,61,62,60,59,60,60,60,61,63,2
59,59,59,61,63,63,59,56,58,58,57,58,57,56,55,55,57,60,59,57,58,58,58,59,56,55,53,52,54,58,60,59,57,57,56,57,58,59,60,60,60,61,59,56,56,57,55,54,55,59,61,59,57,55,55,54,54,56,56,55,59,61,61,60,58,58,56,54,56,56,55,54,61,61,60,58,59,59,58,56,56,55,56,57,54,54,54,53,54,57,60,60,57,56,57,58,50,51,51,50,51,55,60,63,62,59,56,56,60,61,60,56,54,56,59,62,61,59,58,57,64,65,64,61,59,59,59,59,57,58,60,60,56,57,58,58,59,61,60,58,56,58,59,59,2
60,58,56,59,61,60,59,59,57,56,58,61,60,56,54,57,62,59,57,57,57,56,59,62,60,59,56,56,59,57,56,57,56,55,57,60,59,62,59,56,57,57,58,60,58,55,56,60,55,57,57,56,59,60,62,61,59,57,56,56,54,56,58,58,62,59,57,58,60,61,59,56,57,56,56,56,61,58,55,56,59,61,59,56,58,55,54,55,56,56,57,57,57,56,55,54,55,54,55,58,53,56,60,61,59,55,53,52,56,56,56,57,55,57,60,63,62,59,55,52,60,59,58,56,56,57,59,61,63,62,59,56,59,61,60,58,55,56,57,59,60,61,61,61,2
60,56,56,59,60,62,62,61,61,58,56,58,63,58,58,61,62,63,64,63,62,58,56,59,61,58,59,62,62,63,64,62,60,60,59,60,56,57,59,60,60,63,63,59,57,61,62,60,56,52,55,61,61,59,61,63,64,62,59,56,54,51,54,60,60,59,61,62,64,63,60,58,54,53,57,60,60,59,60,60,63,64,63,62,57,58,60,62,61,60,59,58,61,63,64,63,59,60,62,63,62,60,58,59,61,62,63,62,58,60,61,62,63,60,58,61,66,66,66,65,60,60,61,63,64,60,59,63,67,67,68,68,63,63,62,65,65,60,58,65,63,63,65,67,2
62,64,63,60,60,62,62,61,61,62,63,63,64,65,64,63,63,63,62,61,61,64,65,65,63,65,64,62,63,63,62,62,63,65,66,64,61,63,63,59,60,60,61,62,64,66,65,62,57,61,63,62,61,61,62,64,65,63,63,64,59,61,62,61,63,62,63,65,66,65,65,65,62,63,64,64,64,63,64,65,66,65,64,64,62,62,64,65,65,64,63,63,64,63,62,62,60,59,61,64,64,63,63,62,63,64,63,62,62,60,61,63,63,63,63,63,65,67,67,66,66,63,62,64,64,64,64,63,65,69,69,68,66,63,62,62,66,66,65,64,65,68,68,66,2
67,66,63,61,61,64,65,63,65,67,67,67,64,62,59,59,62,66,67,66,68,66,63,64,62,60,60,63,66,67,67,66,68,66,63,63,62,62,65,69,70,67,65,64,65,66,66,66,65,65,66,68,68,68,66,64,64,66,67,66,64,65,67,67,66,65,65,65,63,66,67,64,63,65,66,66,64,63,64,65,65,67,68,64,63,64,65,64,64,64,64,65,65,66,66,64,64,63,63,64,65,66,66,65,63,65,66,65,66,64,63,64,66,67,66,65,64,68,70,68,67,67,67,67,67,67,66,65,68,71,72,69,68,69,70,69,68,66,65,65,69,69,68,65,2
